id,name,Type,Gender,Skin,Attribute Count,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7
4649,Punk #4649,Human,Male,Light,3,Earring,Normal Beard,Shaved Head,,,,
4650,Punk #4650,Human,Male,Dark,3,Front Beard,Mohawk Thin,Earring,,,,
4651,Punk #4651,Human,Male,Dark,3,Mohawk Thin,Shadow Beard,Smile,,,,
4652,Punk #4652,Human,Female,Light,3,Mohawk Thin,Purple Lipstick,Clown Eyes Blue,,,,
4653,Punk #4653,Human,Male,Dark,4,Cigarette,Hoodie,Spots,Horned Rim Glasses,,,
4654,Punk #4654,Human,Female,Medium,3,Pigtails,Eye Patch,Purple Lipstick,,,,
4655,Punk #4655,Human,Male,Medium,4,Wild Hair,Earring,Normal Beard,Pipe,,,
4656,Punk #4656,Human,Female,Medium,2,Blonde Short,Classic Shades,,,,,
4657,Punk #4657,Human,Male,Dark,3,Cigarette,Shaved Head,Eye Patch,,,,
4658,Punk #4658,Human,Male,Medium,3,Earring,Goat,Mole,,,,
4659,Punk #4659,Human,Male,Light,2,Wild Hair,3D Glasses,,,,,
4660,Punk #4660,Human,Male,Light,4,Vampire Hair,Front Beard Dark,Earring,Eye Patch,,,
4661,Punk #4661,Human,Male,Dark,2,Eye Mask,Cap Forward,,,,,
4662,Punk #4662,Human,Male,Medium,4,Cigarette,Cap,Muttonchops,Classic Shades,,,
4663,Punk #4663,Human,Male,Light,2,Mohawk Thin,Horned Rim Glasses,,,,,
4664,Punk #4664,Human,Female,Albino,3,Mole,Mohawk Thin,Purple Lipstick,,,,
4665,Punk #4665,Human,Male,Medium,2,Fedora,Normal Beard,,,,,
4666,Punk #4666,Human,Female,Light,3,Black Lipstick,Green Eye Shadow,Straight Hair Dark,,,,
4667,Punk #4667,Human,Male,Medium,4,Cigarette,Bandana,Normal Beard Black,Frown,,,
4668,Punk #4668,Human,Male,Albino,4,Hoodie,Earring,Clown Eyes Green,Mole,,,
4669,Punk #4669,Human,Male,Medium,5,Frown,Wild Hair,Earring,Small Shades,Mole,,
4670,Punk #4670,Human,Male,Light,3,Clown Eyes Blue,Normal Beard Black,Do-rag,,,,
4671,Punk #4671,Human,Female,Dark,2,Clown Nose,Crazy Hair,,,,,
4672,Punk #4672,Human,Male,Medium,3,Earring,Horned Rim Glasses,Mohawk,,,,
4673,Punk #4673,Human,Female,Light,2,Black Lipstick,Nerd Glasses,,,,,
4674,Punk #4674,Human,Female,Light,3,Black Lipstick,Pigtails,Clown Eyes Blue,,,,
4675,Punk #4675,Human,Female,Medium,2,Bandana,VR,,,,,
4676,Punk #4676,Human,Female,Dark,2,Rosy Cheeks,Blonde Bob,,,,,
4677,Punk #4677,Human,Female,Dark,3,Welding Goggles,Dark Hair,Earring,,,,
4678,Punk #4678,Human,Male,Light,5,Cap Forward,Mustache,Earring,Horned Rim Glasses,Mole,,
4679,Punk #4679,Human,Male,Albino,2,Pipe,Do-rag,,,,,
4680,Punk #4680,Human,Male,Medium,4,Eye Mask,Hoodie,Shadow Beard,Mole,,,
4681,Punk #4681,Human,Female,Dark,2,Medical Mask,Crazy Hair,,,,,
4682,Punk #4682,Human,Female,Dark,3,Messy Hair,Earring,Nerd Glasses,,,,
4683,Punk #4683,Human,Male,Medium,4,Hoodie,Handlebars,Earring,VR,,,
4684,Punk #4684,Human,Male,Dark,4,Cigarette,Shadow Beard,Earring,Do-rag,,,
4685,Punk #4685,Human,Male,Dark,2,Police Cap,Mustache,,,,,
4686,Punk #4686,Human,Male,Dark,3,Cigarette,Buck Teeth,Fedora,,,,
4687,Punk #4687,Human,Female,Medium,2,Vape,Clown Eyes Blue,,,,,
4688,Punk #4688,Human,Male,Dark,3,Cigarette,Earring,Do-rag,,,,
4689,Punk #4689,Human,Male,Medium,2,Cigarette,Normal Beard,,,,,
4690,Punk #4690,Human,Male,Medium,3,Clown Eyes Blue,Cap Forward,Earring,,,,
4691,Punk #4691,Human,Male,Light,3,Frumpy Hair,Eye Patch,Mole,,,,
4692,Punk #4692,Human,Male,Light,2,Pipe,Mohawk,,,,,
4693,Punk #4693,Human,Female,Medium,2,Eye Patch,Wild Hair,,,,,
4694,Punk #4694,Human,Male,Medium,2,Smile,Do-rag,,,,,
4695,Punk #4695,Human,Male,Dark,2,Normal Beard,Crazy Hair,,,,,
4696,Punk #4696,Human,Female,Light,3,Cap,Big Shades,Earring,,,,
4697,Punk #4697,Human,Male,Medium,3,Luxurious Beard,Headband,Smile,,,,
4698,Punk #4698,Human,Male,Medium,3,Cigarette,Headband,Big Beard,,,,
4699,Punk #4699,Human,Male,Albino,2,Peak Spike,Eye Patch,,,,,
4700,Punk #4700,Human,Female,Medium,3,Messy Hair,Purple Lipstick,Cigarette,,,,
4701,Punk #4701,Human,Male,Medium,3,Cigarette,Crazy Hair,Clown Eyes Green,,,,
4702,Punk #4702,Human,Female,Light,4,Tassle Hat,Eye Mask,Purple Lipstick,Earring,,,
4703,Punk #4703,Human,Male,Medium,3,Earring,Horned Rim Glasses,Knitted Cap,,,,
4704,Punk #4704,Human,Female,Albino,2,Clown Eyes Green,Headband,,,,,
4705,Punk #4705,Human,Male,Albino,2,Mohawk Thin,Small Shades,,,,,
4706,Punk #4706,Human,Male,Albino,4,Eye Mask,Cap Forward,Chinstrap,Earring,,,
4707,Punk #4707,Human,Male,Dark,3,Police Cap,Nerd Glasses,Smile,,,,
4708,Punk #4708,Human,Male,Dark,3,Police Cap,Earring,Eye Patch,,,,
4709,Punk #4709,Human,Male,Dark,1,Shadow Beard,,,,,,
4710,Punk #4710,Human,Female,Medium,3,Black Lipstick,Blonde Short,Regular Shades,,,,
4711,Punk #4711,Human,Female,Dark,3,Eye Patch,Hot Lipstick,Straight Hair Dark,,,,
4712,Punk #4712,Human,Female,Light,3,Wild Blonde,Earring,Cigarette,,,,
4713,Punk #4713,Human,Male,Light,3,Normal Beard Black,Hoodie,Horned Rim Glasses,,,,
4714,Punk #4714,Human,Male,Medium,3,Luxurious Beard,Peak Spike,Earring,,,,
4715,Punk #4715,Human,Male,Light,2,Frown,Knitted Cap,,,,,
4716,Punk #4716,Human,Female,Light,5,Mole,Tassle Hat,Eye Mask,Black Lipstick,Earring,,
4717,Punk #4717,Human,Male,Light,3,Cigarette,Nerd Glasses,Shaved Head,,,,
4718,Punk #4718,Human,Male,Dark,2,Medical Mask,Shaved Head,,,,,
4719,Punk #4719,Human,Female,Medium,3,Pipe,Straight Hair Blonde,Purple Lipstick,,,,
4720,Punk #4720,Human,Male,Light,2,Shaved Head,Mole,,,,,
4721,Punk #4721,Human,Female,Light,3,Hot Lipstick,Stringy Hair,Cigarette,,,,
4722,Punk #4722,Human,Female,Medium,2,Straight Hair,Hot Lipstick,,,,,
4723,Punk #4723,Human,Male,Medium,4,Normal Beard Black,Classic Shades,Medical Mask,Shaved Head,,,
4724,Punk #4724,Human,Male,Medium,3,Hoodie,Spots,Earring,,,,
4725,Punk #4725,Human,Male,Dark,3,Earring,Shaved Head,Big Beard,,,,
4726,Punk #4726,Human,Female,Dark,2,Silver Chain,Straight Hair Dark,,,,,
4727,Punk #4727,Human,Male,Medium,2,Bandana,Big Shades,,,,,
4728,Punk #4728,Human,Male,Dark,3,Eye Mask,Earring,Do-rag,,,,
4729,Punk #4729,Human,Female,Medium,1,Regular Shades,,,,,,
4730,Punk #4730,Human,Male,Light,4,Cigarette,Frown,Mohawk,Big Beard,,,
4731,Punk #4731,Human,Male,Medium,4,Earring,Normal Beard,Shaved Head,Small Shades,,,
4732,Punk #4732,Human,Male,Light,2,Cap,Horned Rim Glasses,,,,,
4733,Punk #4733,Human,Male,Dark,2,Shaved Head,Small Shades,,,,,
4734,Punk #4734,Human,Male,Medium,3,Eye Mask,Mohawk Dark,Mole,,,,
4735,Punk #4735,Human,Male,Medium,3,Peak Spike,Smile,Mole,,,,
4736,Punk #4736,Human,Male,Medium,2,Frown,Eye Patch,,,,,
4737,Punk #4737,Human,Male,Dark,3,Earring,Horned Rim Glasses,Do-rag,,,,
4738,Punk #4738,Human,Female,Light,3,Mole,Green Eye Shadow,Half Shaved,,,,
4739,Punk #4739,Human,Male,Dark,2,Chinstrap,Mohawk Dark,,,,,
4740,Punk #4740,Human,Female,Medium,2,Wild White Hair,Green Eye Shadow,,,,,
4741,Punk #4741,Human,Male,Dark,3,Clown Eyes Blue,Muttonchops,Pipe,,,,
4742,Punk #4742,Human,Female,Dark,3,Messy Hair,Green Eye Shadow,Hot Lipstick,,,,
4743,Punk #4743,Human,Male,Light,3,Bandana,Vape,VR,,,,
4744,Punk #4744,Human,Male,Dark,3,Mohawk Thin,Classic Shades,Mustache,,,,
4745,Punk #4745,Human,Male,Light,4,Eye Mask,Clown Nose,Mohawk Thin,Shadow Beard,,,
4746,Punk #4746,Human,Male,Medium,4,Bandana,Shadow Beard,Smile,3D Glasses,,,
4747,Punk #4747,Zombie,Male,,2,Clown Eyes Blue,Headband,,,,,
4748,Punk #4748,Human,Male,Light,2,Clown Nose,Purple Hair,,,,,
4749,Punk #4749,Human,Male,Medium,3,Frown,Do-rag,Small Shades,,,,
4750,Punk #4750,Human,Male,Light,3,Front Beard,Nerd Glasses,Cowboy Hat,,,,
4751,Punk #4751,Human,Female,Light,3,Messy Hair,Eye Patch,Cigarette,,,,
4752,Punk #4752,Human,Female,Dark,3,Tiara,Horned Rim Glasses,Purple Lipstick,,,,
4753,Punk #4753,Human,Male,Medium,3,Cigarette,Big Shades,Knitted Cap,,,,
4754,Punk #4754,Human,Male,Albino,2,Vampire Hair,Chinstrap,,,,,
4755,Punk #4755,Human,Male,Dark,3,Messy Hair,Earring,Normal Beard,,,,
4756,Punk #4756,Human,Female,Medium,3,Hot Lipstick,Clown Eyes Blue,Straight Hair Dark,,,,
4757,Punk #4757,Human,Male,Light,3,Hoodie,Pipe,Mole,,,,
4758,Punk #4758,Human,Male,Medium,3,Earring,Normal Beard,Mohawk Dark,,,,
4759,Punk #4759,Human,Male,Medium,3,Handlebars,Big Shades,Purple Hair,,,,
4760,Punk #4760,Human,Male,Medium,3,Hoodie,Normal Beard,Regular Shades,,,,
4761,Punk #4761,Human,Female,Dark,3,Black Lipstick,Horned Rim Glasses,Straight Hair Blonde,,,,
4762,Punk #4762,Human,Male,Medium,3,Cigarette,Mohawk,Regular Shades,,,,
4763,Punk #4763,Human,Female,Light,4,Messy Hair,Big Shades,Black Lipstick,Earring,,,
4764,Punk #4764,Human,Male,Medium,3,Cigarette,Peak Spike,Earring,,,,
4765,Punk #4765,Human,Male,Dark,3,Vampire Hair,Shadow Beard,Pipe,,,,
4766,Punk #4766,Human,Male,Dark,4,Front Beard,Messy Hair,Earring,Nerd Glasses,,,
4767,Punk #4767,Human,Female,Dark,4,Tassle Hat,Clown Eyes Green,Purple Lipstick,Earring,,,
4768,Punk #4768,Human,Female,Light,3,Mole,Mohawk Thin,Hot Lipstick,,,,
4769,Punk #4769,Human,Female,Medium,2,Vape,Pink With Hat,,,,,
4770,Punk #4770,Human,Male,Medium,3,Hoodie,Shadow Beard,Mole,,,,
4771,Punk #4771,Human,Male,Dark,2,Messy Hair,Goat,,,,,
4772,Punk #4772,Human,Female,Dark,3,Big Shades,Straight Hair,Hot Lipstick,,,,
4773,Punk #4773,Human,Male,Light,2,Police Cap,Classic Shades,,,,,
4774,Punk #4774,Human,Male,Medium,4,Earring,Rosy Cheeks,Do-rag,Clown Eyes Green,,,
4775,Punk #4775,Human,Male,Dark,3,Vampire Hair,Vape,Mole,,,,
4776,Punk #4776,Human,Male,Light,4,Cigarette,Frumpy Hair,Eye Patch,Big Beard,,,
4777,Punk #4777,Human,Male,Medium,3,Cigarette,Earring,Mohawk,,,,
4778,Punk #4778,Human,Female,Medium,3,Bandana,Earring,Clown Eyes Blue,,,,
4779,Punk #4779,Human,Female,Medium,2,Eye Mask,Crazy Hair,,,,,
4780,Punk #4780,Human,Male,Dark,2,VR,Cowboy Hat,,,,,
4781,Punk #4781,Human,Male,Medium,2,Frown,Mohawk Thin,,,,,
4782,Punk #4782,Human,Female,Dark,2,Clown Nose,Wild Hair,,,,,
4783,Punk #4783,Human,Male,Medium,3,Bandana,Luxurious Beard,Horned Rim Glasses,,,,
4784,Punk #4784,Human,Female,Medium,3,Straight Hair,Eye Patch,Earring,,,,
4785,Punk #4785,Human,Male,Dark,4,Luxurious Beard,Rosy Cheeks,Medical Mask,Mohawk Dark,,,
4786,Punk #4786,Human,Male,Medium,2,Buck Teeth,Clown Hair Green,,,,,
4787,Punk #4787,Human,Female,Light,3,Black Lipstick,Straight Hair,Cigarette,,,,
4788,Punk #4788,Human,Female,Dark,3,Pilot Helmet,Hot Lipstick,Earring,,,,
4789,Punk #4789,Human,Male,Medium,2,Clown Eyes Blue,Mohawk Dark,,,,,
4790,Punk #4790,Human,Male,Light,4,Cigarette,Big Shades,Mustache,Crazy Hair,,,
4791,Punk #4791,Human,Male,Dark,3,Clown Eyes Blue,Shadow Beard,Wild Hair,,,,
4792,Punk #4792,Human,Male,Medium,2,Handlebars,Earring,,,,,
4793,Punk #4793,Human,Male,Dark,3,Shadow Beard,Earring,Mohawk,,,,
4794,Punk #4794,Human,Male,Albino,2,Fedora,Small Shades,,,,,
4795,Punk #4795,Human,Male,Light,2,Gold Chain,Wild Hair,,,,,
4796,Punk #4796,Human,Male,Medium,2,Cap Forward,Mole,,,,,
4797,Punk #4797,Human,Female,Light,2,Mole,Tassle Hat,,,,,
4798,Punk #4798,Human,Female,Dark,2,Straight Hair Blonde,Rosy Cheeks,,,,,
4799,Punk #4799,Human,Female,Medium,4,Blue Eye Shadow,Black Lipstick,Straight Hair Blonde,Earring,,,
4800,Punk #4800,Human,Male,Medium,2,Luxurious Beard,Cap,,,,,
4801,Punk #4801,Human,Male,Dark,3,Cap Forward,Muttonchops,Regular Shades,,,,
4802,Punk #4802,Human,Female,Light,3,Silver Chain,Hot Lipstick,Straight Hair Dark,,,,
4803,Punk #4803,Human,Female,Light,3,Black Lipstick,Crazy Hair,Nerd Glasses,,,,
4804,Punk #4804,Human,Male,Dark,2,Wild Hair,Eye Patch,,,,,
4805,Punk #4805,Human,Male,Light,4,Clown Nose,Frown,Crazy Hair,Clown Eyes Green,,,
4806,Punk #4806,Human,Female,Medium,2,Medical Mask,Straight Hair,,,,,
4807,Punk #4807,Human,Male,Dark,3,Frown,Shadow Beard,Fedora,,,,
4808,Punk #4808,Human,Male,Medium,3,Front Beard Dark,Shaved Head,Eye Patch,,,,
4809,Punk #4809,Human,Male,Dark,3,Normal Beard Black,Horned Rim Glasses,Mohawk,,,,
4810,Punk #4810,Human,Male,Medium,2,Shadow Beard,Shaved Head,,,,,
4811,Punk #4811,Human,Male,Dark,2,Big Shades,Shaved Head,,,,,
4812,Punk #4812,Human,Male,Light,3,Messy Hair,Buck Teeth,Nerd Glasses,,,,
4813,Punk #4813,Human,Female,Medium,3,Mohawk Thin,Hot Lipstick,Earring,,,,
4814,Punk #4814,Human,Female,Dark,3,Green Eye Shadow,Crazy Hair,Earring,,,,
4815,Punk #4815,Human,Female,Dark,3,Blue Eye Shadow,Messy Hair,Earring,,,,
4816,Punk #4816,Human,Male,Medium,3,Cap Forward,Goat,Pipe,,,,
4817,Punk #4817,Human,Female,Light,1,Clown Eyes Green,,,,,,
4818,Punk #4818,Human,Male,Medium,2,Mohawk Thin,Goat,,,,,
4819,Punk #4819,Human,Male,Dark,3,Cap,Earring,VR,,,,
4820,Punk #4820,Human,Male,Albino,4,Cigarette,Purple Hair,Earring,Horned Rim Glasses,,,
4821,Punk #4821,Human,Female,Light,2,Mohawk,Purple Eye Shadow,,,,,
4822,Punk #4822,Human,Male,Medium,3,Vampire Hair,Normal Beard Black,3D Glasses,,,,
4823,Punk #4823,Human,Female,Albino,2,Big Shades,Bandana,,,,,
4824,Punk #4824,Human,Male,Medium,3,Clown Eyes Blue,Police Cap,Earring,,,,
4825,Punk #4825,Human,Male,Albino,3,Peak Spike,Handlebars,Regular Shades,,,,
4826,Punk #4826,Human,Male,Medium,2,Eye Mask,Shaved Head,,,,,
4827,Punk #4827,Human,Male,Light,3,Stringy Hair,Luxurious Beard,Regular Shades,,,,
4828,Punk #4828,Human,Male,Albino,2,Cap Forward,VR,,,,,
4829,Punk #4829,Human,Female,Dark,3,Big Shades,Medical Mask,Straight Hair Blonde,,,,
4830,Punk #4830,Zombie,Male,,3,Wild Hair,Classic Shades,Medical Mask,,,,
4831,Punk #4831,Human,Male,Dark,4,Stringy Hair,Cigarette,Nerd Glasses,Goat,,,
4832,Punk #4832,Human,Male,Medium,3,Mustache,Clown Hair Green,Mole,,,,
4833,Punk #4833,Human,Female,Medium,3,Hot Lipstick,Classic Shades,Dark Hair,,,,
4834,Punk #4834,Human,Female,Albino,3,Messy Hair,Clown Eyes Green,Hot Lipstick,,,,
4835,Punk #4835,Human,Female,Medium,3,Green Eye Shadow,Pigtails,Earring,,,,
4836,Punk #4836,Human,Male,Albino,2,Front Beard Dark,Mohawk,,,,,
4837,Punk #4837,Human,Male,Dark,4,Luxurious Beard,Horned Rim Glasses,Knitted Cap,Mole,,,
4838,Punk #4838,Human,Male,Medium,2,Vampire Hair,Clown Nose,,,,,
4839,Punk #4839,Human,Female,Medium,4,Red Mohawk,Blue Eye Shadow,Purple Lipstick,Cigarette,,,
4840,Punk #4840,Human,Male,Dark,2,Shadow Beard,Wild Hair,,,,,
4841,Punk #4841,Human,Male,Dark,2,Do-rag,Mole,,,,,
4842,Punk #4842,Human,Male,Medium,3,Mohawk Thin,Earring,Smile,,,,
4843,Punk #4843,Human,Male,Medium,2,Frumpy Hair,Goat,,,,,
4844,Punk #4844,Human,Male,Dark,2,Headband,Small Shades,,,,,
4845,Punk #4845,Human,Male,Medium,3,Horned Rim Glasses,Normal Beard,Do-rag,,,,
4846,Punk #4846,Human,Female,Light,2,Mole,Wild White Hair,,,,,
4847,Punk #4847,Human,Male,Dark,4,Shadow Beard,Earring,Crazy Hair,Smile,,,
4848,Punk #4848,Human,Female,Dark,2,Blue Eye Shadow,Straight Hair Blonde,,,,,
4849,Punk #4849,Human,Female,Medium,2,Green Eye Shadow,Wild Blonde,,,,,
4850,Punk #4850,Zombie,Male,,1,Purple Hair,,,,,,
4851,Punk #4851,Human,Male,Medium,2,Normal Beard Black,Cowboy Hat,,,,,
4852,Punk #4852,Human,Male,Medium,3,Vampire Hair,Big Shades,Earring,,,,
4853,Punk #4853,Human,Male,Dark,4,Peak Spike,Vape,Classic Shades,Big Beard,,,
4854,Punk #4854,Human,Male,Light,3,Bandana,Chinstrap,Small Shades,,,,
4855,Punk #4855,Human,Male,Medium,3,Earring,VR,Shaved Head,,,,
4856,Punk #4856,Human,Male,Dark,2,Horned Rim Glasses,Headband,,,,,
4857,Punk #4857,Human,Female,Medium,2,Crazy Hair,VR,,,,,
4858,Punk #4858,Human,Male,Medium,3,Normal Beard Black,Wild Hair,Earring,,,,
4859,Punk #4859,Human,Female,Dark,2,Wild Blonde,Cigarette,,,,,
4860,Punk #4860,Human,Female,Light,2,Orange Side,Clown Eyes Blue,,,,,
4861,Punk #4861,Human,Male,Light,2,Normal Beard Black,Mohawk Thin,,,,,
4862,Punk #4862,Human,Male,Dark,2,Nerd Glasses,Clown Hair Green,,,,,
4863,Punk #4863,Human,Male,Medium,4,Earring,Smile,Do-rag,Regular Shades,,,
4864,Punk #4864,Human,Male,Medium,3,Earring,Mohawk,Eye Patch,,,,
4865,Punk #4865,Human,Male,Medium,2,Normal Beard,Knitted Cap,,,,,
4866,Punk #4866,Human,Male,Dark,3,Stringy Hair,Earring,Goat,,,,
4867,Punk #4867,Human,Male,Dark,2,Mustache,Headband,,,,,
4868,Punk #4868,Human,Female,Light,3,Hot Lipstick,Blonde Bob,3D Glasses,,,,
4869,Punk #4869,Human,Male,Light,2,Shadow Beard,Crazy Hair,,,,,
4870,Punk #4870,Human,Female,Light,2,Mole,Crazy Hair,,,,,
4871,Punk #4871,Human,Male,Medium,3,Shadow Beard,Earring,Mohawk Dark,,,,
4872,Punk #4872,Human,Female,Light,4,Red Mohawk,Blue Eye Shadow,Earring,Cigarette,,,
4873,Punk #4873,Human,Male,Light,2,Stringy Hair,Regular Shades,,,,,
4874,Punk #4874,Zombie,Male,,5,Cigarette,Messy Hair,Clown Nose,Mustache,Earring,,
4875,Punk #4875,Human,Male,Dark,4,Stringy Hair,Mustache,Earring,Eye Patch,,,
4876,Punk #4876,Human,Male,Dark,3,Cigarette,Front Beard,Police Cap,,,,
4877,Punk #4877,Human,Male,Dark,3,Messy Hair,Earring,VR,,,,
4878,Punk #4878,Human,Male,Medium,3,Frumpy Hair,Chinstrap,Classic Shades,,,,
4879,Punk #4879,Human,Male,Dark,3,Cigarette,Frumpy Hair,Horned Rim Glasses,,,,
4880,Punk #4880,Human,Female,Medium,2,Silver Chain,Pink With Hat,,,,,
4881,Punk #4881,Human,Male,Dark,3,Police Cap,Shadow Beard,Small Shades,,,,
4882,Punk #4882,Human,Female,Dark,2,Frumpy Hair,Nerd Glasses,,,,,
4883,Punk #4883,Human,Male,Medium,3,Luxurious Beard,Big Shades,Do-rag,,,,
4884,Punk #4884,Human,Female,Medium,4,Wild White Hair,Hot Lipstick,Earring,Clown Eyes Blue,,,
4885,Punk #4885,Human,Female,Albino,3,Eye Patch,Half Shaved,Purple Lipstick,,,,
4886,Punk #4886,Human,Female,Dark,3,Choker,Hot Lipstick,Wild Hair,,,,
4887,Punk #4887,Human,Female,Dark,3,Blue Eye Shadow,Hot Lipstick,Half Shaved,,,,
4888,Punk #4888,Human,Male,Light,2,Normal Beard Black,Peak Spike,,,,,
4889,Punk #4889,Human,Female,Light,3,Black Lipstick,Blonde Bob,Clown Eyes Blue,,,,
4890,Punk #4890,Human,Male,Medium,3,Bandana,Big Shades,Normal Beard,,,,
4891,Punk #4891,Human,Male,Medium,3,Luxurious Beard,Nerd Glasses,Mohawk,,,,
4892,Punk #4892,Human,Male,Albino,2,Cap Forward,Small Shades,,,,,
4893,Punk #4893,Human,Female,Dark,2,Wild Blonde,Regular Shades,,,,,
4894,Punk #4894,Human,Male,Medium,4,Shadow Beard,Wild Hair,Vape,Regular Shades,,,
4895,Punk #4895,Human,Female,Medium,2,Wild White Hair,Clown Eyes Blue,,,,,
4896,Punk #4896,Human,Male,Light,2,Frumpy Hair,Eye Patch,,,,,
4897,Punk #4897,Human,Male,Light,3,Front Beard Dark,VR,Do-rag,,,,
4898,Punk #4898,Human,Female,Medium,4,Mole,Tassle Hat,Blue Eye Shadow,Earring,,,
4899,Punk #4899,Human,Female,Light,2,Black Lipstick,Dark Hair,,,,,
4900,Punk #4900,Human,Female,Light,3,Messy Hair,Black Lipstick,Earring,,,,
4901,Punk #4901,Human,Male,Medium,3,Normal Beard Black,Big Shades,Purple Hair,,,,
4902,Punk #4902,Human,Male,Dark,3,Earring,Shaved Head,Eye Patch,,,,
4903,Punk #4903,Human,Female,Light,4,Black Lipstick,Green Eye Shadow,Blonde Short,Cigarette,,,
4904,Punk #4904,Human,Male,Light,2,Normal Beard Black,Shaved Head,,,,,
4905,Punk #4905,Human,Male,Medium,3,Normal Beard Black,Earring,Headband,,,,
4906,Punk #4906,Human,Male,Medium,3,Handlebars,Horned Rim Glasses,Do-rag,,,,
4907,Punk #4907,Human,Male,Medium,3,Big Shades,Mustache,Crazy Hair,,,,
4908,Punk #4908,Human,Male,Dark,3,Muttonchops,Nerd Glasses,Mohawk,,,,
4909,Punk #4909,Human,Male,Albino,2,Big Shades,Wild Hair,,,,,
4910,Punk #4910,Human,Male,Albino,2,Chinstrap,Mohawk Dark,,,,,
4911,Punk #4911,Human,Female,Dark,3,Purple Eye Shadow,Frumpy Hair,Purple Lipstick,,,,
4912,Punk #4912,Human,Female,Dark,3,Mole,Black Lipstick,Dark Hair,,,,
4913,Punk #4913,Human,Male,Light,2,Stringy Hair,Normal Beard,,,,,
4914,Punk #4914,Human,Male,Light,3,Bandana,Mustache,Earring,,,,
4915,Punk #4915,Human,Male,Light,3,Stringy Hair,Eye Mask,Normal Beard,,,,
4916,Punk #4916,Human,Male,Light,3,Stringy Hair,Front Beard Dark,VR,,,,
4917,Punk #4917,Human,Male,Light,2,Vampire Hair,Front Beard Dark,,,,,
4918,Punk #4918,Human,Male,Medium,3,Mohawk Thin,Muttonchops,Nerd Glasses,,,,
4919,Punk #4919,Human,Male,Light,3,Cigarette,Mohawk Thin,Shadow Beard,,,,
4920,Punk #4920,Human,Male,Medium,4,Vape,Rosy Cheeks,Goat,Crazy Hair,,,
4921,Punk #4921,Human,Female,Medium,4,Black Lipstick,Purple Eye Shadow,Earring,Blonde Bob,,,
4922,Punk #4922,Human,Female,Dark,3,Pipe,Straight Hair Blonde,Purple Lipstick,,,,
4923,Punk #4923,Human,Male,Medium,3,Stringy Hair,Front Beard Dark,Rosy Cheeks,,,,
4924,Punk #4924,Human,Female,Albino,2,Big Shades,Pink With Hat,,,,,
4925,Punk #4925,Human,Male,Medium,3,Bandana,Big Shades,Chinstrap,,,,
4926,Punk #4926,Human,Male,Dark,2,Hoodie,Mole,,,,,
4927,Punk #4927,Human,Female,Light,3,Clown Eyes Green,Mohawk Thin,Purple Lipstick,,,,
4928,Punk #4928,Human,Female,Albino,2,Pipe,Clown Hair Green,,,,,
4929,Punk #4929,Human,Female,Medium,3,Green Eye Shadow,Mohawk Thin,Cigarette,,,,
4930,Punk #4930,Human,Female,Light,3,Black Lipstick,Spots,Mohawk Thin,,,,
4931,Punk #4931,Human,Female,Dark,3,Crazy Hair,Earring,Nerd Glasses,,,,
4932,Punk #4932,Human,Male,Light,2,Silver Chain,Do-rag,,,,,
4933,Punk #4933,Human,Male,Medium,3,Front Beard,Mohawk Dark,Mole,,,,
4934,Punk #4934,Human,Female,Albino,4,Red Mohawk,Eye Mask,Purple Lipstick,Earring,,,
4935,Punk #4935,Human,Female,Dark,2,Frumpy Hair,Cigarette,,,,,
4936,Punk #4936,Human,Female,Albino,1,Tiara,,,,,,
4937,Punk #4937,Human,Female,Albino,2,Welding Goggles,Frumpy Hair,,,,,
4938,Punk #4938,Human,Male,Light,2,Handlebars,Purple Hair,,,,,
4939,Punk #4939,Human,Male,Dark,2,Front Beard,Cap Forward,,,,,
4940,Punk #4940,Human,Male,Medium,2,Hoodie,Classic Shades,,,,,
4941,Punk #4941,Human,Female,Albino,2,Straight Hair,Purple Lipstick,,,,,
4942,Punk #4942,Human,Male,Light,3,Normal Beard Black,Headband,Eye Patch,,,,
4943,Punk #4943,Human,Female,Dark,3,Tassle Hat,Classic Shades,Purple Lipstick,,,,
4944,Punk #4944,Human,Male,Dark,3,Police Cap,Earring,Regular Shades,,,,
4945,Punk #4945,Human,Male,Albino,2,Normal Beard Black,Police Cap,,,,,
4946,Punk #4946,Human,Female,Dark,2,Classic Shades,Wild Hair,,,,,
4947,Punk #4947,Human,Female,Light,2,Mohawk Thin,Classic Shades,,,,,
4948,Punk #4948,Human,Male,Medium,2,Front Beard,Mohawk Dark,,,,,
4949,Punk #4949,Human,Female,Light,3,Big Shades,Black Lipstick,Wild Hair,,,,
4950,Punk #4950,Human,Female,Light,3,Mole,Blue Eye Shadow,Bandana,,,,
4951,Punk #4951,Human,Male,Dark,2,Mohawk Thin,Classic Shades,,,,,
4952,Punk #4952,Human,Male,Light,3,Cigarette,Normal Beard,Shaved Head,,,,
4953,Punk #4953,Human,Male,Dark,4,Luxurious Beard,Gold Chain,Fedora,Earring,,,
4954,Punk #4954,Human,Female,Medium,2,Choker,Half Shaved,,,,,
4955,Punk #4955,Human,Male,Light,3,Wild Hair,Normal Beard,Regular Shades,,,,
4956,Punk #4956,Human,Male,Light,3,Big Shades,Front Beard Dark,Purple Hair,,,,
